"","name","gender","eye_color","race","hair_color","height","publisher","alignment","weight","imc","categoria_imc","agility","accelerated_healing","durability","stealth","energy_absorption","flight","marksmanship","weapons_master","longevity","intelligence","super_strength","telepathy","energy_blasts","stamina","super_speed","teleportation","enhanced_senses","immortality","reflexes","invulnerability","force_fields","enhanced_hearing","n_poderes","uncommon_power"
"581","The Cape","Male",NA,NA,NA,NA,NA,"good",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
"582","The Comedian","Male","brown","Human","Black",188,"DC Comics","neutral",101,28.6,"Sobrepeso",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
"583","Thing","Male","blue","Human / Radiation","No Hair",183,"Marvel Comics","good",106,30.225,"Obesidade III",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,TRUE
"584","Thor","Male","blue","Asgardian","Blond",198,"Marvel Comics","good",106,30.225,"Obesidade III",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,18,TRUE
"585","Thor Girl","Female","blue","Asgardian","Blond",175,"Marvel Comics","good",143,30.225,"Obesidade III",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,8,TRUE
"586","Thunderbird","Male","brown",NA,"Black",185,"Marvel Comics","good",101,29.5,"Sobrepeso",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE
"587","Thunderbird III","Male","brown",NA,"Black",175,"Marvel Comics","good",74,24.2,"Peso normal",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE
"588","Thunderstrike","Male","blue",NA,"Blond",198,"Marvel Comics","good",106,30.225,"Obesidade III",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE
"589","Thundra","Female","green",NA,"Red",189.5,"Marvel Comics","good",158,33.2,"Obesidade I",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,FALSE
"590","Tiger Shark","Male","grey","Human","No Hair",185,"Marvel Comics","bad",106,30.225,"Obesidade III",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,16,TRUE
"591","Tigra","Female","green",NA,"Auburn",178,"Marvel Comics","good",81,25.6,"Sobrepeso",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE
"592","Tinkerer","Male","brown",NA,"White",163,"Marvel Comics","bad",54,20.3,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
"593","Titan","Male",NA,NA,NA,NA,"HarperCollins","good",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE
"594","Toad","Male","black","Mutant","Brown",175,"Marvel Comics","neutral",76,24.8,"Peso normal",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,17,TRUE
"595","Toxin","Male","blue","Symbiote","Brown",188,"Marvel Comics","good",97,27.4,"Sobrepeso",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20,TRUE
"596","Tracy Strauss","Female",NA,NA,NA,NA,"NBC - Heroes","good",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE
"597","Trickster","Male","blue","Human","Blond",183,"DC Comics",NA,81,24.2,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
"598","Trigon","Male","yellow","God / Eternal","Black",NA,"DC Comics","bad",NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14,TRUE
"599","Triplicate Girl","Female","purple",NA,"Brown",168,"DC Comics","good",59,20.9,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE
"600","Triton","Male","green","Inhuman","No Hair",188,"Marvel Comics","good",86,24.3,"Peso normal",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9,TRUE
"601","Ultragirl","Female","blue",NA,"Blond",168,"Marvel Comics","good",105,37.2,"Obesidade II",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,FALSE
"602","Ultron","Male","red","Android",NA,206,"Marvel Comics","bad",106,30.225,"Obesidade III",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,25,TRUE
"603","Utgard-Loki","Male","blue","Frost Giant","White",175,"Marvel Comics","bad",58,30.225,"Obesidade III",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
"604","Valerie Hart","Female","hazel",NA,"Black",175,"Team Epic TV","good",56,18.3,"Abaixo do peso",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,TRUE
"605","Valkyrie","Female","blue",NA,"Blond",191,"Marvel Comics","good",106,30.225,"Obesidade III",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE
"606","Vanisher","Male","green",NA,"No Hair",165,"Marvel Comics","bad",79,29,"Sobrepeso",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
"607","Vegeta","Male",NA,"Saiyan","Black",168,"Shueisha","bad",73,25.9,"Sobrepeso",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,23,TRUE
"608","Venom","Male","blue","Symbiote","Strawberry Blond",191,"Marvel Comics","bad",117,32.1,"Obesidade I",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14,TRUE
"609","Venom II","Male","brown",NA,"Black",175,"Marvel Comics","bad",50,16.3,"Abaixo do peso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9,TRUE
"610","Venom III","Male","brown","Symbiote","Brown",189.5,"Marvel Comics","bad",106,30.225,"Obesidade III",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,13,TRUE
"611","Venompool","Male",NA,"Symbiote",NA,189.5,"Marvel Comics",NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,12,TRUE
"612","Vertigo II","Female","blue",NA,"Silver",168,"Marvel Comics","good",52,18.4,"Abaixo do peso",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
"613","Vibe","Male","brown","Human","Black",178,"DC Comics","good",71,22.4,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE
"614","Vindicator","Female","green","Human","Red",165,"Marvel Comics","good",54,19.8,"Peso normal",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,TRUE
"615","Violator","Male",NA,NA,NA,NA,"Image Comics","bad",NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
"616","Violet Parr","Female","violet","Human","Black",175,"Dark Horse Comics","good",41,21.8,"Peso normal",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,TRUE
"617","Vision","Male","gold","Android","No Hair",191,"Marvel Comics","good",135,37,"Obesidade II",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,TRUE
"618","Vixen","Female","amber","Human","Black",175,"DC Comics","good",63,20.6,"Peso normal",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,17,TRUE
"619","Vulture","Male","brown","Human","No Hair",180,"Marvel Comics","bad",79,24.4,"Peso normal",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,TRUE
"620","Walrus","Male","blue","Human","Black",183,"Marvel Comics","bad",162,30.225,"Obesidade III",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE
"621","War Machine","Male","brown","Human","Brown",185,"Marvel Comics","good",95,27.8,"Sobrepeso",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,TRUE
"622","Warlock","Male","red",NA,"Blond",188,"Marvel Comics","good",108,30.6,"Obesidade I",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9,TRUE
"623","Warp","Male","brown",NA,"Black",173,"DC Comics","bad",67,22.4,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE
"624","Warpath","Male","brown","Mutant","Black",189.5,"Marvel Comics","good",158,33.2,"Obesidade I",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,11,TRUE
"625","Wasp","Female","blue","Human","Auburn",163,"Marvel Comics","good",50,18.8,"Peso normal",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,TRUE
"626","Watcher","Male",NA,NA,NA,NA,"Marvel Comics","good",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,18,TRUE
"627","Weapon XI","Male",NA,NA,NA,NA,"Marvel Comics","bad",NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE
"628","White Canary","Female","brown","Human","Black",NA,"DC Comics","bad",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,FALSE
"629","Wildfire","Male",NA,NA,NA,NA,"DC Comics","good",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,TRUE
"630","Winter Soldier","Male","brown","Human","Brown",175,"Marvel Comics","good",117,38.2,"Obesidade II",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
"631","Wolfsbane","Female","green",NA,"Auburn",189.5,"Marvel Comics","good",106,35.3,"Obesidade II",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,8,TRUE
"632","Wolverine","Male","blue","Mutant","Black",160,"Marvel Comics","good",135,30.225,"Obesidade III",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,21,TRUE
"633","Wonder Girl","Female","blue","Demi-God","Blond",165,"DC Comics","good",51,18.7,"Peso normal",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,TRUE
"634","Wonder Man","Male","red",NA,"Black",188,"Marvel Comics","good",171,30.225,"Obesidade III",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,11,TRUE
"635","Wonder Woman","Female","blue","Amazon","Black",183,"DC Comics","good",74,22.1,"Peso normal",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,12,TRUE
"636","X-23","Female","green","Mutant / Clone","Black",155,"Marvel Comics","good",50,20.8,"Peso normal",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,17,TRUE
"637","X-Man","Male","blue",NA,"Brown",175,"Marvel Comics","good",61,19.9,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,TRUE
"638","Yellowjacket","Male","blue","Human","Blond",183,"Marvel Comics","good",83,24.8,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE
"639","Yellowjacket II","Female","blue","Human","Strawberry Blond",165,"Marvel Comics","good",52,19.1,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE
"640","Ymir","Male","white","Frost Giant","No Hair",189.5,"Marvel Comics","good",NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,TRUE
"641","Yoda","Male","brown","Yoda's species","White",175,"George Lucas","good",17,39,"Obesidade II",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,19,TRUE
"642","Zatanna","Female","blue","Human","Black",170,"DC Comics","good",57,19.7,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,TRUE
"643","Zoom","Male","red",NA,"Brown",185,"DC Comics","bad",81,23.7,"Peso normal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE
